date,Overnight,1 Month,3 Months,12 Months
2021-01-04,0.04027,0.15,0.33054,0.68607
2021-01-05,0.03804,0.13482,0.30982,0.67643
2021-01-06,0.03875,0.13518,0.30036,0.66304
2021-01-07,0.03881,0.13304,0.29821,0.66232
2021-01-08,0.06464,0.13482,0.29232,0.66161
2021-01-11,0.07071,0.13,0.28107,0.65089
2021-01-12,0.07107,0.12929,0.27214,0.64464
2021-01-13,0.06982,0.12321,0.27054,0.64006
2021-01-14,0.05161,0.11714,0.27054,0.64077
2021-01-15,0.04188,0.11643,0.26875,0.64006
2021-01-18,0.04188,0.11714,0.27161,0.64
2021-01-19,0.03813,0.11304,0.25,0.6325
2021-01-20,0.03955,0.10929,0.24214,0.6325
2021-01-21,0.04027,0.115,0.24089,0.62911
2021-01-22,0.03985,0.10893,0.24018,0.62911
2021-01-25,0.03741,0.11607,0.24018,0.62911
2021-01-26,0.04134,0.13476,0.245,0.62696
2021-01-27,0.04429,0.14202,0.24143,0.62482
2021-01-28,0.05,0.14518,0.24,0.62518
2021-01-29,0.23107,0.15691,0.2425,0.62589
2021-02-01,0.15964,0.15732,0.24214,0.62411
2021-02-02,0.10625,0.15964,0.23929,0.62304
2021-02-03,0.10268,0.15607,0.23768,0.62232
2021-02-04,0.04982,0.14685,0.23839,0.62375
2021-02-05,0.0392,0.13518,0.23536,0.62214
2021-02-08,0.04411,0.14714,0.2375,0.62375
2021-02-09,0.04327,0.14679,0.23536,0.62071
2021-02-10,0.11054,0.14821,0.23536,0.62071
2021-02-11,0.1,0.14679,0.23393,0.62143
2021-02-16,0.09774,0.14071,0.23464,0.62643
2021-02-17,0.0572,0.14089,0.23393,0.62179
2021-02-18,0.04506,0.13821,0.23321,0.62071
2021-02-19,0.04089,0.13411,0.2325,0.62
2021-02-22,0.03702,0.12554,0.23393,0.62071
2021-02-23,0.03667,0.12304,0.2325,0.61929
2021-02-24,0.03667,0.12464,0.23321,0.61929
2021-02-25,0.0381,0.12393,0.22786,0.61375
2021-02-26,0.04,0.1225,0.22714,0.61304
2021-03-01,0.04,0.12179,0.22643,0.61304
2021-03-02,0.03875,0.125,0.22411,0.61214
2021-03-03,0.03946,0.12714,0.22589,0.61179
2021-03-04,0.03848,0.12607,0.22518,0.61214
2021-03-05,0.04161,0.12714,0.22518,0.6125
2021-03-08,0.03821,0.1275,0.22589,0.61179
2021-03-09,0.04024,0.15946,0.24357,0.61179
2021-03-10,0.03952,0.1678,0.24952,0.6075
2021-03-11,0.03774,0.16976,0.23732,0.60679
2021-03-12,0.03881,0.16655,0.23661,0.61107
2021-03-15,0.03929,0.16607,0.23696,0.6125
2021-03-16,0.03952,0.16679,0.23518,0.61107
2021-03-17,0.0372,0.16583,0.23661,0.61036
2021-03-18,0.03893,0.16583,0.23423,0.60929
2021-03-19,0.03536,0.16655,0.23423,0.60607
2021-03-22,0.0381,0.15631,0.23518,0.60964
2021-03-23,0.04095,0.15232,0.2325,0.60875
2021-03-24,0.03527,0.14071,0.23179,0.60589
2021-03-25,0.03667,0.13464,0.22911,0.60393
2021-03-26,0.03774,0.1325,0.22768,0.58589
2021-03-29,0.03893,0.12911,0.22696,0.58018
2021-03-30,0.03738,0.13054,0.22911,0.57946
2021-03-31,0.03396,0.12887,0.22673,0.57321
2021-04-01,0.03467,0.12125,0.22589,0.5725
2021-04-07,0.03741,0.12661,0.20821,0.5725
2021-04-08,0.03667,0.12554,0.22304,0.5725
2021-04-09,0.03821,0.12042,0.22077,0.56732
2021-04-12,0.0392,0.11464,0.21196,0.53929
2021-04-13,0.0381,0.11393,0.21125,0.52881
2021-04-14,0.03714,0.10744,0.20643,0.50982
2021-04-15,0.03467,0.10357,0.20161,0.49036
2021-04-16,0.03881,0.10286,0.20232,0.48179
2021-04-19,0.0356,0.10286,0.20161,0.47964
2021-04-20,0.03595,0.09679,0.19,0.47804
2021-04-21,0.0381,0.09411,0.18321,0.46714
2021-04-22,0.03738,0.09161,0.17929,0.45339
2021-04-23,0.03524,0.08607,0.17589,0.44107
2021-04-26,0.03631,0.08929,0.17446,0.43679
2021-04-27,0.03952,0.09143,0.17518,0.43964
2021-04-28,0.03881,0.09,0.17446,0.43821
2021-04-29,0.03643,0.09071,0.17375,0.43714
2021-04-30,0.0361,0.09018,0.17375,0.43607
2021-05-03,0.03467,0.08179,0.17446,0.43643
2021-05-04,0.03723,0.08089,0.17518,0.43571
2021-05-05,0.0375,0.07929,0.17446,0.43679
2021-05-06,0.03786,0.07857,0.17321,0.43643
2021-05-07,0.03881,0.07881,0.17321,0.43571
2021-05-10,0.03964,0.08143,0.17321,0.43357
2021-05-11,0.03952,0.085,0.17393,0.435
2021-05-12,0.03732,0.08357,0.17179,0.435
2021-05-13,0.03738,0.08571,0.17321,0.43571
2021-05-14,0.03595,0.08214,0.17179,0.435
2021-05-17,0.03821,0.085,0.17321,0.43357
2021-05-18,0.03738,0.08429,0.17179,0.43429
2021-05-20,0.03595,0.08357,0.17179,0.43429
2021-05-21,0.04054,0.08571,0.17321,0.43429
2021-05-24,0.03911,0.08321,0.17179,0.43
2021-05-25,0.04446,0.08286,0.16964,0.43107
2021-05-26,0.03804,0.08446,0.17107,0.43357
2021-05-27,0.0356,0.08286,0.17179,0.41482
2021-05-28,0.03566,0.08286,0.17179,0.40536
2021-05-31,0.04286,0.08393,0.1725,0.40536
2021-06-01,0.03881,0.08571,0.1725,0.40321
2021-06-02,0.0356,0.085,0.1725,0.40393
2021-06-03,0.03536,0.085,0.17321,0.40464
2021-06-04,0.03911,0.08429,0.1725,0.39518
2021-06-07,0.03821,0.08649,0.17036,0.39357
2021-06-08,0.03571,0.08839,0.17107,0.38946
2021-06-09,0.03714,0.09018,0.1725,0.39071
2021-06-10,0.0381,0.08804,0.17107,0.3875
2021-06-11,0.04196,0.08804,0.17107,0.38893
2021-06-15,0.04643,0.09161,0.1725,0.38964
2021-06-16,0.04696,0.09161,0.17321,0.38893
2021-06-17,0.03804,0.08946,0.1725,0.38964
2021-06-18,0.03467,0.08875,0.17179,0.39107
2021-06-21,0.03821,0.09018,0.1725,0.39036
2021-06-22,0.03881,0.0875,0.17179,0.37268
2021-06-23,0.03595,0.08982,0.17107,0.36982
2021-06-24,0.03875,0.08917,0.1725,0.36911
2021-06-25,0.04268,0.09286,0.1725,0.37125
2021-06-28,0.04482,0.09244,0.17107,0.36839
2021-06-29,0.04446,0.10042,0.17179,0.36839
2021-06-30,0.04679,0.09899,0.17036,0.36625
2021-07-02,0.03875,0.09827,0.17036,0.37357
2021-07-05,0.03289,0.09554,0.17036,0.36625
2021-07-06,0.03396,0.09411,0.16893,0.36375
2021-07-07,0.03682,0.08875,0.16381,0.36232
2021-07-08,0.03881,0.09,0.16738,0.36304
2021-07-09,0.03952,0.09179,0.16667,0.36232
2021-07-12,0.03804,0.08893,0.16821,0.36339
2021-07-13,0.0356,0.08786,0.1625,0.36482
2021-07-14,0.0381,0.08143,0.15911,0.36304
2021-07-15,0.03774,0.07911,0.15804,0.36196
2021-07-16,0.03738,0.07863,0.15839,0.36161
2021-07-19,0.03631,0.07857,0.15607,0.36232
2021-07-20,0.03824,0.07696,0.15357,0.35964
2021-07-21,0.03602,0.07357,0.15089,0.35696
2021-07-22,0.03881,0.07339,0.15018,0.35625
2021-07-23,0.03964,0.07339,0.14946,0.35589
2021-07-26,0.03717,0.07357,0.14946,0.35554
2021-07-27,0.04536,0.08071,0.15018,0.35625
2021-07-28,0.04804,0.08839,0.14946,0.35554
2021-07-29,0.04607,0.08125,0.14804,0.35304
2021-07-30,0.04613,0.08268,0.14875,0.35554
2021-08-02,0.04893,0.0825,0.14875,0.35554
2021-08-03,0.04679,0.08821,0.15089,0.35841
2021-08-04,0.04536,0.08125,0.14875,0.35375
2021-08-05,0.04613,0.07768,0.15018,0.35304
2021-08-06,0.04089,0.07768,0.14946,0.35232
2021-08-09,0.04089,0.07661,0.14946,0.35446
2021-08-10,0.0383,0.07429,0.14946,0.35375
2021-08-11,0.04098,0.07107,0.14679,0.35375
2021-08-12,0.03848,0.06589,0.14286,0.35143
2021-08-13,0.03952,0.06554,0.14286,0.35054
2021-08-16,0.0367,0.06411,0.14196,0.34982
2021-08-17,0.04018,0.0675,0.14143,0.34982
2021-08-18,0.04911,0.07804,0.14424,0.35241
2021-08-19,0.04714,0.07464,0.14393,0.35442
2021-08-20,0.04304,0.07268,0.14411,0.35143
2021-08-23,0.03804,0.06911,0.14482,0.34929
2021-08-24,0.03753,0.06982,0.14554,0.34982
2021-08-25,0.03753,0.06554,0.14184,0.35419
2021-08-26,0.03753,0.06268,0.14064,0.34982
2021-08-27,0.0392,0.06339,0.14071,0.35054
2021-08-30,0.0392,0.06625,0.14271,0.35196
2021-08-31,0.0381,0.06482,0.15149,0.35152
2021-09-01,0.03667,0.06607,0.14804,0.34911
2021-09-02,0.03881,0.06821,0.14696,0.35054
2021-09-03,0.03753,0.06607,0.14554,0.34911
2021-09-06,0.03634,0.06607,0.14214,0.34911
2021-09-07,0.03667,0.06839,0.14411,0.34982
2021-09-08,0.03786,0.06863,0.14482,0.35125
2021-09-09,0.03881,0.06792,0.14482,0.35125
2021-09-10,0.03643,0.06411,0.14411,0.34232
2021-09-13,0.03821,0.06482,0.14257,0.33554
2021-09-14,0.0375,0.06411,0.14036,0.33375
2021-09-15,0.03643,0.06339,0.14071,0.33414
2021-09-16,0.03396,0.06232,0.14066,0.33339
2021-09-17,0.03455,0.06339,0.14071,0.33339
2021-09-20,0.03705,0.06482,0.14143,0.33339
2021-09-21,0.03759,0.06411,0.14179,0.33339
2021-09-23,0.03705,0.06196,0.14107,0.33196
2021-09-24,0.0353,0.06161,0.13929,0.33196
2021-09-27,0.03824,0.06411,0.14071,0.33339
2021-09-28,0.03824,0.06339,0.14,0.33339
2021-09-29,0.03824,0.06411,0.14071,0.33339
2021-09-30,0.03929,0.06339,0.14,0.33339
2021-10-04,0.03705,0.06411,0.14143,0.33339
2021-10-05,0.03605,0.0618,0.13268,0.33339
2021-10-06,0.03451,0.06217,0.13607,0.33268
2021-10-07,0.03582,0.06238,0.1375,0.32571
2021-10-08,0.03665,0.06344,0.13679,0.325
2021-10-11,0.03773,0.06299,0.13714,0.32304
2021-10-12,0.03673,0.06374,0.13899,0.32149
2021-10-15,0.03459,0.06437,0.14476,0.32095
2021-10-18,0.03661,0.06411,0.15143,0.31911
2021-10-19,0.03643,0.06482,0.15339,0.31625
2021-10-20,0.03667,0.06643,0.15196,0.31804
2021-10-21,0.03714,0.06339,0.15125,0.31857
2021-10-22,0.03536,0.06482,0.15268,0.31929
2021-10-25,0.03875,0.06679,0.15161,0.31929
2021-10-26,0.03804,0.06703,0.15196,0.31857
2021-10-27,0.03625,0.06714,0.15324,0.31808
2021-10-28,0.04018,0.06786,0.15375,0.31929
2021-10-29,0.04196,0.06786,0.15375,0.31929
2021-11-01,0.04054,0.06714,0.15304,0.31857
2021-11-02,0.04018,0.06786,0.15589,0.31929
2021-11-03,0.04214,0.06482,0.15518,0.31723
2021-11-04,0.04357,0.06786,0.15857,0.31643
2021-11-05,0.03804,0.06446,0.15821,0.31786
2021-11-08,0.03875,0.06714,0.15857,0.31786
2021-11-09,0.03946,0.06857,0.15898,0.31786
2021-11-10,0.03946,0.06982,0.1625,0.31804
2021-11-11,0.03946,0.07054,0.16661,0.31946
2021-11-12,0.04679,0.07424,0.17429,0.32857
2021-11-15,0.04214,0.07054,0.17464,0.33
2021-11-16,0.04071,0.07125,0.17982,0.33571
2021-11-17,0.04286,0.08054,0.18292,0.34506
2021-11-18,0.05196,0.08714,0.18875,0.34982
2021-11-19,0.05375,0.09661,0.20167,0.35661
2021-11-22,0.05179,0.09696,0.20625,0.35768
2021-11-23,0.0525,0.09741,0.20857,0.35964
2021-11-24,0.05131,0.09768,0.20893,0.36411
2021-11-25,0.05911,0.09482,0.21069,0.36911
2021-11-26,0.06143,0.09375,0.22536,0.37363
2021-11-29,0.06036,0.10143,0.23149,0.37482
2021-11-30,0.06179,0.10196,0.23512,0.37714
2021-12-01,0.06875,0.16244,0.24964,0.4047
2021-12-02,0.05786,0.18107,0.25077,0.40732
2021-12-03,0.05911,0.19274,0.25768,0.41566
2021-12-06,0.05411,0.20054,0.25929,0.41839
2021-12-07,0.05018,0.21137,0.26226,0.42152
2021-12-08,0.04149,0.20631,0.26083,0.43461
2021-12-09,0.04435,0.20488,0.25732,0.43006
2021-12-10,0.04185,0.20827,0.26042,0.43256
2021-12-13,0.04232,0.20625,0.25946,0.43208
2021-12-14,0.04018,0.20518,0.25911,0.42994
2021-12-15,0.03958,0.20458,0.25732,0.43369
2021-12-16,0.04065,0.19923,0.25732,0.43321
2021-12-17,0.04137,0.19441,0.25661,0.43298
2021-12-20,0.04137,0.19369,0.25732,0.43464
2021-12-21,0.04262,0.1947,0.25804,0.43464
2021-12-22,0.04226,0.19506,0.25732,0.43536
2021-12-23,0.04476,0.19435,0.25839,0.435
2021-12-24,0.0397,0.1947,0.25911,0.43429
2021-12-28,0.04369,0.19369,0.25804,0.43464
2021-12-29,0.08708,0.19506,0.25839,0.43464
2021-12-30,0.07714,0.19298,0.25661,0.43607
2021-12-31,0.05566,0.15911,0.25875,0.43536
2022-01-03,0.055,0.14929,0.25696,0.43476
2022-01-04,0.05577,0.14298,0.25381,0.43464
2022-01-05,0.05054,0.13655,0.25411,0.43464
2022-01-06,0.04369,0.13512,0.25363,0.43345
2022-01-07,0.04441,0.12976,0.25363,0.43369
2022-01-10,0.04929,0.12821,0.24304,0.43393
2022-01-11,0.09893,0.13762,0.24321,0.4325
2022-01-12,0.09321,0.13542,0.23964,0.4325
2022-01-13,0.08369,0.13464,0.24036,0.43179
2022-01-14,0.10494,0.14714,0.2553,0.465
2022-01-17,0.08941,0.15012,0.26095,0.49464
2022-01-18,0.09304,0.15083,0.26661,0.50816
2022-01-19,0.06708,0.155,0.2822,0.51887
2022-01-20,0.05738,0.15542,0.28661,0.52238
2022-01-21,0.05143,0.1606,0.29339,0.59107
2022-01-24,0.07524,0.16458,0.30083,0.63786
2022-01-25,0.08369,0.165,0.30411,0.66833
2022-01-26,0.10994,0.18214,0.31042,0.69012
2022-01-27,0.10798,0.19768,0.32446,0.70749
2022-01-28,0.0981,0.19607,0.32946,0.7125
2022-01-31,0.13929,0.19821,0.33042,0.71571
2022-02-04,0.13464,0.19679,0.33369,0.72202
2022-02-07,0.11905,0.19601,0.33441,0.72441
2022-02-08,0.10768,0.1956,0.33762,0.79643
2022-02-09,0.10696,0.19054,0.35369,0.82875
2022-02-10,0.07905,0.18,0.36179,0.84411
2022-02-11,0.06405,0.16488,0.36125,0.84685
2022-02-14,0.07048,0.15691,0.38964,0.91577
2022-02-15,0.06792,0.15113,0.4,0.94857
2022-02-16,0.06208,0.14488,0.40554,0.97417
2022-02-17,0.0556,0.14006,0.40821,0.99643
2022-02-18,0.05048,0.15042,0.41506,1.01512
2022-02-21,0.05714,0.15399,0.41798,1.02274
2022-02-22,0.06232,0.15256,0.41691,1.0206
2022-02-23,0.05679,0.15768,0.41762,1.02202
2022-02-24,0.05536,0.16893,0.41833,1.0372
2022-02-25,0.06458,0.18399,0.43815,1.05869
2022-02-28,0.11036,0.20071,0.43792,1.06875
2022-03-01,0.06607,0.22304,0.43506,1.08423
2022-03-02,0.0675,0.22994,0.4372,1.08905
2022-03-03,0.05512,0.22679,0.44304,1.09042
2022-03-04,0.05625,0.23244,0.44845,1.11
2022-03-07,0.05536,0.23607,0.47512,1.1356
2022-03-08,0.05536,0.24179,0.48857,1.16598
2022-03-09,0.04869,0.25327,0.49524,1.19381
2022-03-10,0.05256,0.25345,0.5253,1.25107
2022-03-11,0.05256,0.25345,0.53464,1.27875
2022-03-14,0.05161,0.26393,0.55018,1.30679
2022-03-15,0.05173,0.27339,0.57131,1.3503
2022-03-16,0.0472,0.26536,0.5756,1.41244
2022-03-17,0.05768,0.2847,0.59024,1.4556
2022-03-18,0.05619,0.29214,0.59887,1.48988
2022-03-21,0.05327,0.2897,0.60696,1.51601
2022-03-22,0.04792,0.28696,0.61024,1.54702
2022-03-23,0.04577,0.29679,0.62929,1.56524
2022-03-24,0.0472,0.31893,0.64286,1.62738
2022-03-25,0.04554,0.32333,0.66077,1.66214
2022-03-28,0.0472,0.3128,0.66714,1.6856
2022-03-29,0.04792,0.31208,0.66786,1.70512
2022-03-30,0.05536,0.3128,0.61441,1.72661
2022-03-31,0.08696,0.3081,0.55476,1.72405
2022-04-01,0.04988,0.23899,0.52887,1.72042
2022-04-04,0.0472,0.20589,0.51155,1.72327
2022-04-06,0.04649,0.19615,0.50649,1.72399
2022-04-07,0.04649,0.18845,0.5081,1.72821
2022-04-08,0.04863,0.18464,0.50738,1.73131
2022-04-11,0.05583,0.18839,0.5081,1.77155
2022-04-12,0.05512,0.18538,0.50845,1.78815
2022-04-13,0.05441,0.18655,0.50786,1.79006
2022-04-14,0.05839,0.18726,0.50786,1.79857
2022-04-19,0.05149,0.19893,0.51685,1.80435
2022-04-20,0.0472,0.18768,0.515,1.80363
2022-04-21,0.04792,0.18839,0.52304,1.80786
2022-04-22,0.0472,0.18881,0.5256,1.81375
2022-04-25,0.05042,0.20298,0.55,1.94708
2022-04-26,0.04863,0.20696,0.62417,2.03423
2022-04-27,0.04863,0.21208,0.66881,2.04191
2022-04-28,0.04988,0.20798,0.69988,2.08048
2022-04-29,0.05583,0.20619,0.72875,2.09232
2022-05-03,0.05554,0.19899,0.72625,2.13685
2022-05-04,0.04792,0.19018,0.73935,2.16863
2022-05-05,0.04577,0.18708,0.74185,2.23393
2022-05-06,0.04792,0.1772,0.74893,2.30512
2022-05-10,0.05048,0.18375,0.75292,2.34274
2022-05-11,0.04649,0.17905,0.76339,2.36958
2022-05-12,0.0444,0.17976,0.79054,2.41976
2022-05-13,0.04435,0.17958,0.82661,2.48958
2022-05-16,0.04333,0.19173,0.83774,2.5381
2022-05-17,0.0419,0.18863,0.85399,2.58946
2022-05-18,0.04083,0.17935,0.87119,2.60655
2022-05-19,0.04226,0.18607,0.88673,2.60917
2022-05-20,0.04155,0.1875,0.89042,2.6081
2022-05-23,0.04381,0.18375,0.89774,2.60738
2022-05-24,0.04369,0.18304,0.9,2.60738
2022-05-25,0.0431,0.1872,0.89952,2.60738
2022-05-26,0.04369,0.18952,0.90143,2.60738
2022-05-27,0.04506,0.1881,0.89952,2.60667
2022-05-30,0.04833,0.19417,0.89881,2.59554
2022-05-31,0.09554,0.19542,0.89738,2.5953
2022-06-01,0.05191,0.22857,0.89952,2.58905
2022-06-02,0.04863,0.23952,0.89994,2.58191
2022-06-06,0.04524,0.23685,0.89923,2.57452
2022-06-07,0.04649,0.2481,0.89923,2.56976
2022-06-08,0.04792,0.25982,0.89756,2.55095
2022-06-09,0.04577,0.26768,0.89994,2.54655
2022-06-10,0.05119,0.26911,0.92,2.54488
2022-06-13,0.05839,0.30917,0.94071,2.57137
2022-06-14,0.13149,0.38232,1.03839,2.67244
2022-06-15,0.11244,0.52411,1.09375,2.85131
2022-06-16,0.10298,0.58435,1.17524,2.91875
2022-06-17,0.11327,0.60119,1.28982,2.98649
2022-06-20,0.10768,0.60911,1.34577,3.03679
2022-06-21,0.22405,0.64816,1.42661,3.10411
2022-06-22,0.23792,0.70625,1.47792,3.18137
2022-06-23,0.23315,0.82399,1.61036,3.28732
2022-06-24,0.19125,0.87506,1.68179,3.32
2022-06-27,0.21208,0.90321,1.72792,3.34524
2022-06-28,0.37911,0.89345,1.73786,3.3522
2022-06-29,0.48125,0.88375,1.74113,3.32351
2022-06-30,1.43476,0.87101,1.75226,3.31798
2022-07-04,0.84821,0.84839,1.75423,3.33054
2022-07-05,0.6847,0.78851,1.74589,3.31155
2022-07-06,0.7925,0.82946,1.73036,3.29816
2022-07-07,0.18435,0.78375,1.72744,3.27851
2022-07-08,0.17821,0.74196,1.71393,3.23875
2022-07-11,0.19911,0.73,1.70679,3.22548
2022-07-12,0.19506,0.72887,1.70714,3.21976
2022-07-13,0.17702,0.71679,1.70774,3.2319
2022-07-14,0.08042,0.74905,1.735,3.31798
2022-07-15,0.11595,0.75464,1.73571,3.32351
2022-07-18,0.12679,0.78542,1.75536,3.34363
2022-07-19,0.12286,0.86101,1.80375,3.37042
2022-07-20,0.12441,0.92125,1.87851,3.40821
2022-07-21,0.16375,0.94506,1.92155,3.44482
2022-07-22,0.29006,1.01143,1.9897,3.48089
2022-07-25,0.56131,1.06214,2.01786,3.49774
2022-07-26,0.80893,1.19185,2.0531,3.50054
2022-07-27,0.91351,1.30941,2.14155,3.52089
2022-07-28,1.0,1.38435,2.19161,3.57691
2022-07-29,0.93774,1.3306,2.2,3.57982
2022-08-01,0.89929,1.31964,2.20768,3.54714
2022-08-02,0.9344,1.28786,2.2006,3.52125
2022-08-03,0.9922,1.30512,2.20696,3.50542
2022-08-04,1.05405,1.43458,2.22083,3.52625
2022-08-05,0.98202,1.46149,2.22982,3.52881
2022-08-08,1.03911,1.50804,2.28661,3.53024
2022-08-09,1.1,1.54554,2.30958,3.55137
2022-08-10,1.30821,1.56691,2.32226,3.57691
2022-08-11,1.41351,1.63756,2.35631,3.6056
2022-08-12,1.45006,1.68375,2.37786,3.62411
2022-08-15,1.54571,1.71815,2.39089,3.63077
2022-08-16,1.7,1.87446,2.44935,3.62054
2022-08-17,1.5556,1.90143,2.49911,3.61696
2022-08-18,1.30012,1.9,2.50792,3.61196
2022-08-19,1.05131,1.85232,2.51691,3.61441
2022-08-22,0.94845,1.79774,2.52345,3.61369
2022-08-23,0.98012,1.78137,2.54101,3.61441
2022-08-24,0.99441,1.80327,2.55512,3.61226
2022-08-25,1.03988,1.80982,2.57804,3.61226
2022-08-26,1.02905,1.80911,2.59887,3.61298
2022-08-29,0.85905,1.82208,2.62,3.62143
2022-08-30,1.05774,1.8406,2.6297,3.65702
2022-08-31,1.18619,1.86542,2.6528,3.70637
2022-09-01,1.00786,1.88887,2.68161,3.76452
2022-09-02,1.01702,1.88024,2.70774,3.77875
2022-09-05,1.01321,1.91036,2.72226,3.79071
2022-09-06,1.10107,1.92946,2.74595,3.79685
2022-09-07,1.02304,1.91024,2.75982,3.79845
2022-09-08,0.98333,1.94691,2.76441,3.79774
2022-09-09,1.03167,2.00816,2.78917,3.79702
2022-09-13,1.24476,2.06494,2.79518,3.79774
2022-09-14,1.44917,2.09071,2.82899,3.86339
2022-09-15,1.56619,2.17661,2.90042,3.98155
2022-09-16,1.40679,2.35982,2.97875,4.04077
2022-09-19,1.36512,2.44625,3.01577,4.0925
2022-09-20,1.08988,2.54685,3.08464,4.11655
2022-09-21,1.17262,2.59488,3.15845,4.12946
2022-09-22,1.41905,2.60583,3.18202,4.17935
2022-09-23,1.45595,2.60952,3.20113,4.20702
2022-09-26,1.41631,2.6106,3.22018,4.23714
2022-09-27,1.38262,2.60988,3.24452,4.3222
2022-09-28,1.57155,2.60881,3.25107,4.3472
2022-09-29,1.68345,2.62768,3.28536,4.35417
2022-09-30,2.26196,2.61607,3.33327,4.4031
2022-10-03,1.75119,2.5822,3.35018,4.42125
2022-10-05,1.30667,2.51964,3.40077,4.42911
2022-10-06,1.13226,2.48363,3.45571,4.42881
2022-10-07,1.19571,2.44637,3.52917,4.4331
2022-10-10,1.315,2.42048,3.55857,4.52321
2022-10-11,1.70857,2.3981,3.60333,4.56637
2022-10-12,1.73643,2.42988,3.62292,4.60589
2022-10-13,1.71631,2.47125,3.68506,4.66149
2022-10-14,1.67048,2.51613,3.81536,4.71423
2022-10-17,1.71429,2.56619,3.95089,4.72839
2022-10-18,1.77583,2.63316,4.04488,4.81726
2022-10-19,1.81821,2.73214,4.11869,4.87339
2022-10-20,1.88476,2.84792,4.15071,4.9728
2022-10-21,1.93869,2.95643,4.24214,5.06369
2022-10-24,1.81631,3.01685,4.31756,5.12827
2022-10-25,1.8175,3.06566,4.38506,5.14833
2022-10-26,1.86774,3.0806,4.41476,5.18304
2022-10-27,2.00071,3.08125,4.47982,5.21458
2022-10-28,2.44857,3.11726,4.55351,5.23893
2022-10-31,3.02833,3.17339,4.58536,5.26649
2022-11-01,2.26869,3.20893,4.63238,5.29786
2022-11-02,2.07393,3.20845,4.68399,5.30929
2022-11-03,1.90595,3.20714,4.72714,5.32012
2022-11-04,1.73929,3.19196,4.76714,5.35066
2022-11-07,1.54048,3.19155,4.77774,5.41173
2022-11-08,1.45012,3.15321,4.79827,5.44268
2022-11-09,1.4656,3.06524,4.81429,5.45107
2022-11-10,1.3331,3.04315,4.82083,5.48125
2022-11-11,2.20238,3.00583,4.87333,5.50863
2022-11-14,2.64738,3.02512,4.97333,5.51946
2022-11-15,2.85143,3.07452,5.00964,5.52339
2022-11-16,3.44857,3.29714,5.05375,5.54238
2022-11-17,3.94881,3.57083,5.11071,5.56738
2022-11-18,2.85393,3.59185,5.11583,5.56202
2022-11-21,3.19345,3.64506,5.14762,5.56345
2022-11-22,3.35821,3.8897,5.17661,5.59327
2022-11-23,2.79583,3.97024,5.19042,5.59816
2022-11-24,3.18833,4.05024,5.20066,5.61964
2022-11-25,3.5,4.10958,5.22089,5.62696
2022-11-28,3.50179,4.12946,5.22911,5.63905
2022-11-29,3.55738,4.38458,5.27018,5.6622
2022-11-30,4.35179,4.43833,5.3075,5.67577
